법정동코드,기준연월,시도명,시군구명,읍면동명,리명,전체 평균연령,남자 평균연령,여자 평균연령
4580034022,2023-01-31,전라북도,부안군,계화면,창북리,56.9,55,58.8
4580034023,2023-01-31,전라북도,부안군,계화면,양산리,62.2,59.8,64.5
4580034024,2023-01-31,전라북도,부안군,계화면,궁안리,58.9,53.5,65
4580034025,2023-01-31,전라북도,부안군,계화면,의복리,62.8,59.9,65.6
4580035021,2023-01-31,전라북도,부안군,보안면,영전리,61.2,58.2,64.2
4580035022,2023-01-31,전라북도,부안군,보안면,상입석리,64.8,60.8,68.5
4580035023,2023-01-31,전라북도,부안군,보안면,남포리,61.2,58.5,63.9
4580035024,2023-01-31,전라북도,부안군,보안면,우동리,60.9,58.4,63.6
4580035025,2023-01-31,전라북도,부안군,보안면,신복리,64.5,61.5,67.6
4580035026,2023-01-31,전라북도,부안군,보안면,유천리,63.7,59.1,68.3
4580035027,2023-01-31,전라북도,부안군,보안면,하입석리,62.7,59.3,66
4580035028,2023-01-31,전라북도,부안군,보안면,상림리,63,61.5,64.3
4580035029,2023-01-31,전라북도,부안군,보안면,월천리,61.5,57.9,65.5
4580035030,2023-01-31,전라북도,부안군,보안면,부곡리,60.8,57.5,64.2
4580036021,2023-01-31,전라북도,부안군,변산면,도청리,55.3,52.5,58.3
4580036022,2023-01-31,전라북도,부안군,변산면,격포리,50.1,48.3,51.9
4580036023,2023-01-31,전라북도,부안군,변산면,마포리,58.1,55.2,61.2
4580036024,2023-01-31,전라북도,부안군,변산면,운산리,56.2,53.9,58.6
4580036025,2023-01-31,전라북도,부안군,변산면,지서리,55,52.8,57.2
4580036026,2023-01-31,전라북도,부안군,변산면,대항리,61.8,57.5,65.9
4580036027,2023-01-31,전라북도,부안군,변산면,중계리,54.9,49.9,62.4
4580037021,2023-01-31,전라북도,부안군,진서면,진서리,61.3,57.6,64.8
4580037022,2023-01-31,전라북도,부안군,진서면,석포리,61.3,57.9,65.3
4580037023,2023-01-31,전라북도,부안군,진서면,운호리,60.5,58,63.4
4580037024,2023-01-31,전라북도,부안군,진서면,곰소리,54.3,51.8,56.8
4580038021,2023-01-31,전라북도,부안군,백산면,금판리,63,57.6,68.5
4580038022,2023-01-31,전라북도,부안군,백산면,용계리,62.7,59.6,65
4580038023,2023-01-31,전라북도,부안군,백산면,원천리,59.6,52.8,66.7
4580038024,2023-01-31,전라북도,부안군,백산면,대수리,66,63.2,68.4
4580038025,2023-01-31,전라북도,부안군,백산면,하청리,61.1,58.2,64.5
4580038026,2023-01-31,전라북도,부안군,백산면,거룡리,60.7,56.9,64.7
4580038027,2023-01-31,전라북도,부안군,백산면,대죽리,62.8,57.9,67.8
4580038028,2023-01-31,전라북도,부안군,백산면,평교리,61,57.6,64.6
4580038029,2023-01-31,전라북도,부안군,백산면,오곡리,61.7,57.8,65.3
4580038030,2023-01-31,전라북도,부안군,백산면,덕신리,60.8,57.6,64.1
4580038031,2023-01-31,전라북도,부안군,백산면,신평리,61.6,57.4,66.2
4580038032,2023-01-31,전라북도,부안군,백산면,죽림리,63.7,58.1,69.9
4580039021,2023-01-31,전라북도,부안군,상서면,감교리,60.7,56,65.4
4580039022,2023-01-31,전라북도,부안군,상서면,가오리,56.3,53.9,58.9
4580039023,2023-01-31,전라북도,부안군,상서면,고잔리,60,55.8,64
4580039024,2023-01-31,전라북도,부안군,상서면,용서리,60.6,58.1,62.9
4580039025,2023-01-31,전라북도,부안군,상서면,장동리,63.5,59.4,67.3
4580039026,2023-01-31,전라북도,부안군,상서면,통정리,61.6,57.7,64.8
4580039027,2023-01-31,전라북도,부안군,상서면,청림리,59.6,57.5,62.2
4580040021,2023-01-31,전라북도,부안군,하서면,청호리,59.9,56.3,63.3
4580040022,2023-01-31,전라북도,부안군,하서면,언독리,59.9,54.2,65.4
4580040023,2023-01-31,전라북도,부안군,하서면,석상리,58.8,56.5,60.8
4580040024,2023-01-31,전라북도,부안군,하서면,백련리,58.4,55.5,61.2
4580040025,2023-01-31,전라북도,부안군,하서면,장신리,63.2,59.9,66.3
4580041021,2023-01-31,전라북도,부안군,줄포면,줄포리,57.3,54.4,60
4580041022,2023-01-31,전라북도,부안군,줄포면,장동리,55.4,52.5,58.6
4580041023,2023-01-31,전라북도,부안군,줄포면,우포리,62.1,55.8,67.9
4580041024,2023-01-31,전라북도,부안군,줄포면,신리,63.6,61.8,65.3
4580041025,2023-01-31,전라북도,부안군,줄포면,난산리,66.4,61.6,70.5
4580041026,2023-01-31,전라북도,부안군,줄포면,파산리,63.6,58.5,69.1
4580041027,2023-01-31,전라북도,부안군,줄포면,대동리,59.3,54.3,64.1
4580042021,2023-01-31,전라북도,부안군,위도면,진리,60.7,58.3,63.6
4580042022,2023-01-31,전라북도,부안군,위도면,정금리,56.3,57.5,54.2
4580042023,2023-01-31,전라북도,부안군,위도면,치도리,58.9,56.4,61.5
4580042024,2023-01-31,전라북도,부안군,위도면,대리,61.8,58.2,65.3
4580042025,2023-01-31,전라북도,부안군,위도면,거륜리,57.8,57.8,0
4580042026,2023-01-31,전라북도,부안군,위도면,식도리,60.4,56.8,65.2
4580042027,2023-01-31,전라북도,부안군,위도면,상왕등리,58.1,56.5,60.9
4580042028,2023-01-31,전라북도,부안군,위도면,하왕등리,64.7,63,69.6
4611010100,2023-01-31,전라남도,목포시,용당동,용당동,52.4,50.6,54.2
4611010200,2023-01-31,전라남도,목포시,산정동,산정동,47.8,46.1,49.5
4611010300,2023-01-31,전라남도,목포시,연산동,연산동,38.9,37.2,40.6
4611010400,2023-01-31,전라남도,목포시,대성동,대성동,43.3,42,44.6
4611010500,2023-01-31,전라남도,목포시,양동,양동,54.4,52.6,56
4611010600,2023-01-31,전라남도,목포시,북교동,북교동,54.6,52.5,56.5
4611010700,2023-01-31,전라남도,목포시,남교동,남교동,51.5,50.5,52.5
4611010800,2023-01-31,전라남도,목포시,호남동,호남동,56.1,54.4,58
4611010900,2023-01-31,전라남도,목포시,대안동,대안동,57.7,55.7,59.4
4611011000,2023-01-31,전라남도,목포시,창평동,창평동,51.2,49.6,53.5
4611011100,2023-01-31,전라남도,목포시,명륜동,명륜동,58.1,59.2,56.3
4611011200,2023-01-31,전라남도,목포시,죽동,죽동,57.6,54.8,60.3
4611011300,2023-01-31,전라남도,목포시,무안동,무안동,55.8,54.5,57.2
4611011400,2023-01-31,전라남도,목포시,측후동,측후동,56.7,52.6,59.9
4611011500,2023-01-31,전라남도,목포시,상락동1가,상락동1가,60.4,61.1,58.9
4611011600,2023-01-31,전라남도,목포시,상락동2가,상락동2가,54.5,51.5,59.3
4611011700,2023-01-31,전라남도,목포시,복만동,복만동,65.5,63.1,67.6
4611011800,2023-01-31,전라남도,목포시,동명동,동명동,55.3,52.8,58.5
4611011900,2023-01-31,전라남도,목포시,광동1가,광동1가,57.2,51.7,61.1
4611012000,2023-01-31,전라남도,목포시,광동2가,광동2가,56.3,54.8,57.6
4611012100,2023-01-31,전라남도,목포시,광동3가,광동3가,52.8,44.9,65.5
4611012200,2023-01-31,전라남도,목포시,영해동1가,영해동1가,62.8,62.4,63.2
4611012300,2023-01-31,전라남도,목포시,영해동2가,영해동2가,58.4,57.9,58.9
4611012400,2023-01-31,전라남도,목포시,행복동1가,행복동1가,62.6,60.8,65
4611012500,2023-01-31,전라남도,목포시,행복동2가,행복동2가,62.7,54.7,67.7
4611012600,2023-01-31,전라남도,목포시,축복동1가,축복동1가,55,53,58
4611012700,2023-01-31,전라남도,목포시,축복동2가,축복동2가,53.3,53.1,53.7
4611012800,2023-01-31,전라남도,목포시,축복동3가,축복동3가,60.6,57.9,67.5
4611012900,2023-01-31,전라남도,목포시,보광동1가,보광동1가,57.3,57.7,56.5
4611013000,2023-01-31,전라남도,목포시,보광동2가,보광동2가,55.2,54,57.5
4611013100,2023-01-31,전라남도,목포시,보광동3가,보광동3가,56.6,56.5,57
4611013200,2023-01-31,전라남도,목포시,유달동,유달동,56.9,53.5,60.3
4611013300,2023-01-31,전라남도,목포시,대의동1가,대의동1가,62.7,63,62.4
4611013400,2023-01-31,전라남도,목포시,대의동2가,대의동2가,55.9,52.3,59.4
4611013500,2023-01-31,전라남도,목포시,대의동3가,대의동3가,56.5,51.3,62.2
4611013600,2023-01-31,전라남도,목포시,중앙동1가,중앙동1가,55,53,56.6
4611013700,2023-01-31,전라남도,목포시,중앙동2가,중앙동2가,56.5,51.4,62.1
4611013800,2023-01-31,전라남도,목포시,중앙동3가,중앙동3가,56.7,57.3,55.9
4611013900,2023-01-31,전라남도,목포시,만호동,만호동,61.2,58.3,64.9
4611014000,2023-01-31,전라남도,목포시,수강동1가,수강동1가,55.1,52.9,57.7
4611014100,2023-01-31,전라남도,목포시,수강동2가,수강동2가,56.6,55.5,57.5
4611014200,2023-01-31,전라남도,목포시,해안동1가,해안동1가,56.2,57,55.1
4611014300,2023-01-31,전라남도,목포시,해안동2가,해안동2가,58.4,59.6,56.7
4611014400,2023-01-31,전라남도,목포시,해안동3가,해안동3가,63.2,62,64.7
4611014500,2023-01-31,전라남도,목포시,해안동4가,해안동4가,53.8,50,57.5
4611014600,2023-01-31,전라남도,목포시,항동,항동,59.7,57.5,61.9
4611014700,2023-01-31,전라남도,목포시,중동1가,중동1가,58.4,53.6,62.9
4611014800,2023-01-31,전라남도,목포시,중동2가,중동2가,63.7,62.1,65.9
4611014900,2023-01-31,전라남도,목포시,유동,유동,56.3,52.9,59.3
4611015000,2023-01-31,전라남도,목포시,금동1가,금동1가,59,57.8,60.7
4611015100,2023-01-31,전라남도,목포시,금동2가,금동2가,53,52.7,53.2
4611015200,2023-01-31,전라남도,목포시,경동1가,경동1가,57.3,54.9,58.8
4611015300,2023-01-31,전라남도,목포시,경동2가,경동2가,64.7,50.7,77.6
4611015400,2023-01-31,전라남도,목포시,서산동,서산동,57.2,52.8,61.8
4611015500,2023-01-31,전라남도,목포시,금화동,금화동,56.9,53.1,61.5
4611015600,2023-01-31,전라남도,목포시,온금동,온금동,59,54.9,63
4611015700,2023-01-31,전라남도,목포시,죽교동,죽교동,49.7,47.6,51.9
4611015800,2023-01-31,전라남도,목포시,상동,상동,44.3,42.9,45.6
4611015900,2023-01-31,전라남도,목포시,용해동,용해동,42.2,40.7,43.6
4611016000,2023-01-31,전라남도,목포시,석현동,석현동,39.8,38.5,41
4611016100,2023-01-31,전라남도,목포시,달동,달동,50,48.3,52
4611016200,2023-01-31,전라남도,목포시,율도동,율도동,55.2,53,58.4
4611016300,2023-01-31,전라남도,목포시,대양동,대양동,44,42.9,45
4611016400,2023-01-31,전라남도,목포시,옥암동,옥암동,39.3,38.4,40.2
4613010100,2023-01-31,전라남도,여수시,종화동,종화동,55.3,52.1,58.6
4613010200,2023-01-31,전라남도,여수시,수정동,수정동,51.8,50.2,53.4
4613010300,2023-01-31,전라남도,여수시,공화동,공화동,54.3,52.5,56.2
4613010400,2023-01-31,전라남도,여수시,관문동,관문동,49.5,47.8,51.2
4613010500,2023-01-31,전라남도,여수시,고소동,고소동,52.3,49.9,54.7
4613010600,2023-01-31,전라남도,여수시,동산동,동산동,56.7,54.7,58.9
4613010700,2023-01-31,전라남도,여수시,중앙동,중앙동,55.5,53.1,58.1
4613010800,2023-01-31,전라남도,여수시,교동,교동,57.2,55.1,59.2
4613010900,2023-01-31,전라남도,여수시,군자동,군자동,59,56.2,62
4613011000,2023-01-31,전라남도,여수시,충무동,충무동,59.7,57.3,62
4613011100,2023-01-31,전라남도,여수시,연등동,연등동,54.6,52.4,56.9
4613011200,2023-01-31,전라남도,여수시,광무동,광무동,56.4,54,58.8
4613011300,2023-01-31,전라남도,여수시,서교동,서교동,57.4,56.8,58
4613011400,2023-01-31,전라남도,여수시,봉강동,봉강동,52.3,50.5,54.1
4613011500,2023-01-31,전라남도,여수시,봉산동,봉산동,55.1,53.4,56.8
4613011600,2023-01-31,전라남도,여수시,남산동,남산동,58.7,56,61.1
4613011700,2023-01-31,전라남도,여수시,국동,국동,49.6,47.9,51.4
4613011800,2023-01-31,전라남도,여수시,신월동,신월동,47.1,46.3,47.8
4613011900,2023-01-31,전라남도,여수시,여서동,여서동,46.8,45.1,48.4
4613012000,2023-01-31,전라남도,여수시,문수동,문수동,44,42.8,45.2
4613012100,2023-01-31,전라남도,여수시,오림동,오림동,50.2,47.4,53.4
4613012200,2023-01-31,전라남도,여수시,미평동,미평동,46.5,45,48.3
4613012300,2023-01-31,전라남도,여수시,둔덕동,둔덕동,43.8,42.8,44.9
4613012400,2023-01-31,전라남도,여수시,오천동,오천동,58.7,54.7,63.5
4613012500,2023-01-31,전라남도,여수시,만흥동,만흥동,54.9,52.1,57.8
4613012600,2023-01-31,전라남도,여수시,덕충동,덕충동,43.3,42.5,44.1
4613012700,2023-01-31,전라남도,여수시,경호동,경호동,59.4,55.8,63.1
4613012800,2023-01-31,전라남도,여수시,학동,학동,41.5,40.7,42.3
4613012900,2023-01-31,전라남도,여수시,학용동,학용동,40.3,37.6,42.8
4613013000,2023-01-31,전라남도,여수시,안산동,안산동,42.9,41.7,44
4613013100,2023-01-31,전라남도,여수시,소호동,소호동,39.8,39.2,40.3
4613013200,2023-01-31,전라남도,여수시,시전동,시전동,40.7,40.4,41
4613013300,2023-01-31,전라남도,여수시,신기동,신기동,43.8,42.4,45.1
4613013400,2023-01-31,전라남도,여수시,웅천동,웅천동,35.6,35,36.2
4613013500,2023-01-31,전라남도,여수시,선원동,선원동,44.7,43.3,46.2
4613013600,2023-01-31,전라남도,여수시,여천동,여천동,57.7,54.4,61.4
4613013700,2023-01-31,전라남도,여수시,화장동,화장동,45.9,44.4,47.8
4613013800,2023-01-31,전라남도,여수시,주삼동,주삼동,48.9,47.1,51.5
4613013900,2023-01-31,전라남도,여수시,봉계동,봉계동,38.1,37.5,38.8
4613014000,2023-01-31,전라남도,여수시,해산동,해산동,59.1,54.8,63.9
4613014100,2023-01-31,전라남도,여수시,화치동,화치동,50.2,49.2,55
4613014200,2023-01-31,전라남도,여수시,월하동,월하동,49,54.3,27.5
4613014400,2023-01-31,전라남도,여수시,중흥동,중흥동,58.9,57.9,68.5
4613014500,2023-01-31,전라남도,여수시,적량동,적량동,76.5,76.5,0
4613014600,2023-01-31,전라남도,여수시,월내동,월내동,33.5,32.1,37.1
4613014700,2023-01-31,전라남도,여수시,묘도동,묘도동,57.5,54.3,61
4613014800,2023-01-31,전라남도,여수시,낙포동,낙포동,62.7,55.3,77.5
4613014900,2023-01-31,전라남도,여수시,신덕동,신덕동,55.6,53.4,58
4613015000,2023-01-31,전라남도,여수시,상암동,상암동,55.3,52.3,58.8
4613015100,2023-01-31,전라남도,여수시,호명동,호명동,55.5,52.2,59.4
4613025000,2023-01-31,전라남도,여수시,돌산읍,돌산읍,46.5,38.5,50.5
4613025021,2023-01-31,전라남도,여수시,돌산읍,군내리,61.9,58.9,65
4613025022,2023-01-31,전라남도,여수시,돌산읍,신복리,59.5,56.7,62.4
4613025023,2023-01-31,전라남도,여수시,돌산읍,금성리,64.5,62.7,66.2
4613025024,2023-01-31,전라남도,여수시,돌산읍,율림리,59.9,56.8,63.1
4613025025,2023-01-31,전라남도,여수시,돌산읍,죽포리,62,58.5,65.4
4613025026,2023-01-31,전라남도,여수시,돌산읍,서덕리,62.5,58.6,65.9
4613025027,2023-01-31,전라남도,여수시,돌산읍,금봉리,59.6,56.9,62.5
4613025028,2023-01-31,전라남도,여수시,돌산읍,둔전리,60.2,58.7,61.6
4613025029,2023-01-31,전라남도,여수시,돌산읍,평사리,58.9,57.2,60.8
4613025030,2023-01-31,전라남도,여수시,돌산읍,우두리,48.4,46.8,50
4613031021,2023-01-31,전라남도,여수시,소라면,덕양리,54.4,51.7,57.3
4613031022,2023-01-31,전라남도,여수시,소라면,죽림리,37.7,37.1,38.3
4613031023,2023-01-31,전라남도,여수시,소라면,관기리,52.4,49.6,55.8
4613031024,2023-01-31,전라남도,여수시,소라면,현천리,53.5,51.9,55.4
4613031025,2023-01-31,전라남도,여수시,소라면,복산리,59.8,57.5,62.2
4613031026,2023-01-31,전라남도,여수시,소라면,사곡리,56.9,54.5,59.7
4613031027,2023-01-31,전라남도,여수시,소라면,봉두리,57.8,56.2,59.6
4613031028,2023-01-31,전라남도,여수시,소라면,대포리,58.2,56.1,60.5
4613032021,2023-01-31,전라남도,여수시,율촌면,조화리,58.2,55.9,60.6
4613032022,2023-01-31,전라남도,여수시,율촌면,월산리,48.4,46.8,50.1
4613032023,2023-01-31,전라남도,여수시,율촌면,산수리,60.6,55.6,66.2
4613032024,2023-01-31,전라남도,여수시,율촌면,가장리,62.1,59.4,64.8
4613032025,2023-01-31,전라남도,여수시,율촌면,봉전리,63,59.2,67.4
4613032026,2023-01-31,전라남도,여수시,율촌면,반월리,65,59,70.8
4613032027,2023-01-31,전라남도,여수시,율촌면,취적리,61.6,59.2,64.1
4613032028,2023-01-31,전라남도,여수시,율촌면,신풍리,57.6,53.7,61.1
4613032029,2023-01-31,전라남도,여수시,율촌면,상봉리,55.3,53.2,57.8
4613032030,2023-01-31,전라남도,여수시,율촌면,여동리,52.1,50.7,53.7
4613033021,2023-01-31,전라남도,여수시,화양면,나진리,56.2,53.2,59.3
4613033022,2023-01-31,전라남도,여수시,화양면,용주리,57.8,55.2,60.6
4613033023,2023-01-31,전라남도,여수시,화양면,창무리,54.8,51.3,58.3
4613033024,2023-01-31,전라남도,여수시,화양면,이천리,60.1,57.6,63
4613033025,2023-01-31,전라남도,여수시,화양면,옥적리,55.2,52.6,57.9
4613033026,2023-01-31,전라남도,여수시,화양면,화동리,60.7,59.1,62.6
4613033027,2023-01-31,전라남도,여수시,화양면,서촌리,59,54.4,63.7
4613033028,2023-01-31,전라남도,여수시,화양면,이목리,63.9,60.7,67.3
4613033029,2023-01-31,전라남도,여수시,화양면,장수리,59.8,57,62.6
4613033030,2023-01-31,전라남도,여수시,화양면,안포리,57.8,54.3,61.5
4613034021,2023-01-31,전라남도,여수시,남면,우학리,53.3,52.1,54.4
4613034022,2023-01-31,전라남도,여수시,남면,심장리,62.7,57.8,67.7
4613034023,2023-01-31,전라남도,여수시,남면,두모리,67.1,63.9,70.2
4613034024,2023-01-31,전라남도,여수시,남면,유송리,61.3,58,64.8
4613034025,2023-01-31,전라남도,여수시,남면,안도리,62.8,57.8,69.1
4613034026,2023-01-31,전라남도,여수시,남면,연도리,64.8,60.9,68.6
4613034027,2023-01-31,전라남도,여수시,남면,두라리,60.9,58.5,63.5
4613034028,2023-01-31,전라남도,여수시,남면,화태리,62.6,59.4,66.1
4613034029,2023-01-31,전라남도,여수시,남면,횡간리,65.3,60.7,69.9
4613035021,2023-01-31,전라남도,여수시,화정면,백야리,61.2,60.3,62.2
4613035022,2023-01-31,전라남도,여수시,화정면,월호리,61.4,59.3,63.6
4613035023,2023-01-31,전라남도,여수시,화정면,개도리,61.7,58.7,64.7
4613035024,2023-01-31,전라남도,여수시,화정면,제도리,69.2,66.4,72.1
4613035025,2023-01-31,전라남도,여수시,화정면,상화리,66.2,57.5,75.9
4613035026,2023-01-31,전라남도,여수시,화정면,하화리,62.9,60.3,66.1
4613035027,2023-01-31,전라남도,여수시,화정면,낭도리,68.2,63.7,72.6
4613035028,2023-01-31,전라남도,여수시,화정면,조발리,69.5,65.1,74
4613035029,2023-01-31,전라남도,여수시,화정면,적금리,66.4,61.5,71.2
4613035030,2023-01-31,전라남도,여수시,화정면,여자리,63,59.3,66.7
4613036021,2023-01-31,전라남도,여수시,삼산면,거문리,52.8,51.5,54.6
4613036022,2023-01-31,전라남도,여수시,삼산면,덕촌리,55.5,53.5,58
4613036023,2023-01-31,전라남도,여수시,삼산면,서도리,54.7,52.7,57.4
4613036024,2023-01-31,전라남도,여수시,삼산면,동도리,56.5,54.2,58.8
4613036025,2023-01-31,전라남도,여수시,삼산면,초도리,60.2,58.7,62.2
4613036026,2023-01-31,전라남도,여수시,삼산면,손죽리,63.3,61.7,65.4
4615010100,2023-01-31,전라남도,순천시,삼거동,삼거동,66.6,62.3,70.5
4615010200,2023-01-31,전라남도,순천시,와룡동,와룡동,51,48.2,54
4615010300,2023-01-31,전라남도,순천시,영동,영동,50.4,47.2,53
4615010400,2023-01-31,전라남도,순천시,옥천동,옥천동,53.6,50.9,56.3
4615010500,2023-01-31,전라남도,순천시,행동,행동,51.6,49.5,53.6
4615010600,2023-01-31,전라남도,순천시,금곡동,금곡동,55.1,52.9,57.3
4615010700,2023-01-31,전라남도,순천시,매곡동,매곡동,45.4,43.9,46.9
4615010800,2023-01-31,전라남도,순천시,석현동,석현동,44.5,42.9,46
4615010900,2023-01-31,전라남도,순천시,가곡동,가곡동,46.4,44.6,48.2
4615011000,2023-01-31,전라남도,순천시,용당동,용당동,41.1,40.1,42.1
4615011100,2023-01-31,전라남도,순천시,조곡동,조곡동,48.5,47.1,49.9
4615011200,2023-01-31,전라남도,순천시,생목동,생목동,46.6,45.8,47.4
4615011300,2023-01-31,전라남도,순천시,덕암동,덕암동,50.8,48.5,53.2
4615011400,2023-01-31,전라남도,순천시,연향동,연향동,41.4,40.3,42.4
4615011500,2023-01-31,전라남도,순천시,풍덕동,풍덕동,50.3,48.5,52
4615011600,2023-01-31,전라남도,순천시,남정동,남정동,49.8,48.5,51.2
4615011700,2023-01-31,전라남도,순천시,인제동,인제동,52.8,50.4,55.4
4615011800,2023-01-31,전라남도,순천시,저전동,저전동,52.8,51.1,54.5
4615011900,2023-01-31,전라남도,순천시,장천동,장천동,54.5,53.1,56.2
4615012000,2023-01-31,전라남도,순천시,남내동,남내동,49.9,50.1,49.7
4615012100,2023-01-31,전라남도,순천시,중앙동,중앙동,53.5,53.4,53.6
4615012200,2023-01-31,전라남도,순천시,동외동,동외동,51.8,50,53.8
4615012300,2023-01-31,전라남도,순천시,교량동,교량동,53,51.3,54.8
4615012400,2023-01-31,전라남도,순천시,대룡동,대룡동,52.3,50.8,53.9
4615012500,2023-01-31,전라남도,순천시,홍내동,홍내동,55.4,52.2,58.4
4615012600,2023-01-31,전라남도,순천시,오천동,오천동,37.5,36.5,38.5
4615012700,2023-01-31,전라남도,순천시,덕월동,덕월동,46.3,45,47.7
4615012800,2023-01-31,전라남도,순천시,야흥동,야흥동,60.6,56.8,64.8
4615012900,2023-01-31,전라남도,순천시,인월동,인월동,58.3,56.4,60.2
4615013000,2023-01-31,전라남도,순천시,안풍동,안풍동,59.6,56,63
4615013100,2023-01-31,전라남도,순천시,대대동,대대동,56.7,53.8,59.6
4615013200,2023-01-31,전라남도,순천시,왕지동,왕지동,35.7,35.1,36.3
4615013300,2023-01-31,전라남도,순천시,조례동,조례동,40.9,39.9,41.9
4615025021,2023-01-31,전라남도,순천시,승주읍,두월리,60.6,57.3,63.9
4615025022,2023-01-31,전라남도,순천시,승주읍,신전리,60.8,55.9,65.8
4615025023,2023-01-31,전라남도,순천시,승주읍,유흥리,61.5,58.7,64.4
4615025024,2023-01-31,전라남도,순천시,승주읍,봉덕리,64.5,58.7,69.1
4615025025,2023-01-31,전라남도,순천시,승주읍,평중리,57.5,54.8,60.3
4615025026,2023-01-31,전라남도,순천시,승주읍,구강리,62.3,56.9,67.5
4615025027,2023-01-31,전라남도,순천시,승주읍,도정리,59.9,56.3,64.1
4615025028,2023-01-31,전라남도,순천시,승주읍,월계리,60.6,54.3,65.9
4615025029,2023-01-31,전라남도,순천시,승주읍,서평리,59.1,56,62.4
4615025030,2023-01-31,전라남도,순천시,승주읍,신성리,62.9,60.6,64.5
4615025031,2023-01-31,전라남도,순천시,승주읍,신학리,65.4,62.4,68.3
4615025032,2023-01-31,전라남도,순천시,승주읍,죽학리,59.9,58,61.9
4615025033,2023-01-31,전라남도,순천시,승주읍,유평리,64.5,65.1,64
4615025034,2023-01-31,전라남도,순천시,승주읍,남강리,61.9,59.9,64.3
4615031021,2023-01-31,전라남도,순천시,해룡면,복성리,36.8,36.1,37.7
4615031022,2023-01-31,전라남도,순천시,해룡면,신대리,32.6,32.2,33
4615031023,2023-01-31,전라남도,순천시,해룡면,상삼리,39.1,37.9,40.2
4615031024,2023-01-31,전라남도,순천시,해룡면,대안리,59.4,55.5,63.5
4615031025,2023-01-31,전라남도,순천시,해룡면,남가리,55.1,52.1,58
4615031026,2023-01-31,전라남도,순천시,해룡면,월전리,54,52.6,55.4
4615031027,2023-01-31,전라남도,순천시,해룡면,성산리,56.9,52.8,61
4615031028,2023-01-31,전라남도,순천시,해룡면,선월리,58.8,56.6,61.3
4615031029,2023-01-31,전라남도,순천시,해룡면,신성리,59.5,56.2,63.5
4615031030,2023-01-31,전라남도,순천시,해룡면,호두리,58.1,53.9,62.8
4615031031,2023-01-31,전라남도,순천시,해룡면,용전리,58.9,56.3,62.2
4615031032,2023-01-31,전라남도,순천시,해룡면,도롱리,56.5,55.3,57.5
4615031033,2023-01-31,전라남도,순천시,해룡면,중흥리,58.7,53.3,64.1
4615031034,2023-01-31,전라남도,순천시,해룡면,해창리,56.7,56.6,56.8
4615031035,2023-01-31,전라남도,순천시,해룡면,선학리,61.4,58.3,64.5
4615031036,2023-01-31,전라남도,순천시,해룡면,농주리,61,57.1,65.1
4615031037,2023-01-31,전라남도,순천시,해룡면,상내리,57.9,54.2,62
4615031038,2023-01-31,전라남도,순천시,해룡면,하사리,59.6,56.9,62.3
4615032021,2023-01-31,전라남도,순천시,서면,학구리,59,56.5,61.8
4615032022,2023-01-31,전라남도,순천시,서면,대구리,58.2,56.1,59.8
4615032023,2023-01-31,전라남도,순천시,서면,구만리,60.7,57.7,63.4
4615032024,2023-01-31,전라남도,순천시,서면,비월리,59.4,56.3,62.5
4615032025,2023-01-31,전라남도,순천시,서면,동산리,54,51.5,56.7
4615032026,2023-01-31,전라남도,순천시,서면,운평리,58.8,55.7,61.7
4615032027,2023-01-31,전라남도,순천시,서면,죽평리,54.8,51.9,58.2
4615032028,2023-01-31,전라남도,순천시,서면,선평리,40.1,39.2,41.1
4615032029,2023-01-31,전라남도,순천시,서면,압곡리,55.2,52.7,57.8
4615032030,2023-01-31,전라남도,순천시,서면,구상리,61.6,59.9,63.9
4615032031,2023-01-31,전라남도,순천시,서면,흥대리,60.9,57.4,64.4
4615032032,2023-01-31,전라남도,순천시,서면,지본리,56,53.8,58.2
4615032033,2023-01-31,전라남도,순천시,서면,판교리,63.5,58.4,67.9
4615032034,2023-01-31,전라남도,순천시,서면,청소리,60.5,58,63.6
4615033021,2023-01-31,전라남도,순천시,황전면,죽청리,63.3,61.1,65.8
4615033022,2023-01-31,전라남도,순천시,황전면,평촌리,62.7,57.6,68.4
4615033023,2023-01-31,전라남도,순천시,황전면,수평리,60.8,54.6,67
4615033024,2023-01-31,전라남도,순천시,황전면,괴목리,58.3,56.5,60.4
4615033025,2023-01-31,전라남도,순천시,황전면,죽내리,62.3,61.2,63.7
4615033026,2023-01-31,전라남도,순천시,황전면,황학리,64.7,60.8,68.5
4615033027,2023-01-31,전라남도,순천시,황전면,월산리,67.3,66.5,68.3
4615033028,2023-01-31,전라남도,순천시,황전면,내구리,61.9,59,65.1
4615033029,2023-01-31,전라남도,순천시,황전면,봉덕리,64.3,59.5,69.2
4615033030,2023-01-31,전라남도,순천시,황전면,선변리,62.2,58.6,65.3
4615033031,2023-01-31,전라남도,순천시,황전면,비촌리,65.1,62.1,68
4615033032,2023-01-31,전라남도,순천시,황전면,금평리,65.1,60.7,68.7
4615033033,2023-01-31,전라남도,순천시,황전면,대치리,64.8,61,69.1
4615033034,2023-01-31,전라남도,순천시,황전면,모전리,66.9,62.7,71.6
4615033035,2023-01-31,전라남도,순천시,황전면,회룡리,66.1,63,69.1
4615033036,2023-01-31,전라남도,순천시,황전면,덕림리,62.1,59.3,65.5
4615034000,2023-01-31,전라남도,순천시,월등면,월등면,81.5,0,81.5
